chr2R:6182116-6183552	+	dme_circ_0000887	1436	540	wt18_rr_rep2, slow29rr, wt29_m_rep2, wt29rr, wt18rr, slow18_rr_rep2, slow29_rr_rep2, wt29_rr_rep2, slow18rr, slow29_m_rep2	8, 1, 1, 6, 9, 2, 3, 3, 2, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0306689	CAP	Ashwal2014
chrU:1317212-1318547	+	dme_circ_0000722	1335	1282	slow18_rr_rep2, wt18rr, S2_m, wt18_rr_rep2, wt29rr, wt29_rr_rep2, slow18rr, wt18_m_rep2, slow18_m_rep2, wt29_m_rep2, slow29rr, S2_rr, slow18m, wt29m, slow29_m_rep2, wt18m, slow29_rr_rep2	3, 3, 3, 1, 6, 3, 3, 4, 1, 2, 3, 4, 1, 2, 2, 1, 11	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0114111	CG41520	Ashwal2014
chr3L:2534710-2536218	-	dme_circ_0002385	1508	1508	slow18rr, slow29_rr_rep2, wt29_rr_rep2, slow29_m_rep2, wt29m, S2_rr, slow29rr, wt29rr, wt18_rr_rep2, wt18rr, S2_m	6, 5, 8, 3, 2, 12, 8, 10, 7, 2, 2	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0304614	Spn	Ashwal2014
chr2L:227371-231034	-	dme_circ_0002143	3663	1487	slow29rr, wt29_m_rep2, wt18_m_rep2, slow18_m_rep2, wt18m, slow29_rr_rep2, slow18m, wt29m, slow29_m_rep2, wt18_rr_rep2, wt29rr, slow18_rr_rep2, slow29m, wt18rr, wt29_rr_rep2, slow18rr	28, 5, 2, 3, 2, 43, 1, 2, 1, 35, 36, 19, 3, 16, 23, 15	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0299837	kis	Ashwal2014
chr2L:9502857-9504813	+	dme_circ_0001296	1956	1956	wt29rr, slow18rr, slow29rr, wt29m, wt18rr	4, 1, 3, 2, 1	NA	ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0089853	CG33298	Ashwal2014
chr3R:24348210-24348754	-	dme_circ_0003734	544	482	wt18_rr_rep2	2	NA	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0301837	Ppn	Ashwal2014
chr3R:5274440-5274833	+	dme_circ_0004212	393	393	slow29rr, wt29m, S2_rr	1, 1, 2	NA	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	FBtr0111030	ps	Ashwal2014
chrX:11619696-11619850	+	dme_circ_0004704	154	154	slow29_m_rep2	2	NA	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic, OVERLAPTX, OVEXON	FBtr0112979	CG15221	Ashwal2014
chr2R:20848642-20849270	-	dme_circ_0001826	628	526	slow29rr, wt29rr, slow29_rr_rep2, wt29_rr_rep2, wt18_rr_rep2, S2_m, S2_rr	1, 1, 1, 2, 1, 7, 42	NA	ALT_DONOR, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0308687	CG2765	Ashwal2014
chr2L:9272465-9272607	+	dme_circ_0000991	142	142	slow29m, wt18rr, slow18_rr_rep2, slow18_m_rep2, slow29rr, wt29_m_rep2, wt29rr, slow29_m_rep2, wt29m, slow18rr, wt18m	1, 2, 1, 1, 1, 2, 1, 3, 2, 2, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0330019	Ggamma30A	Ashwal2014
chr3L:12512791-12512966	+	dme_circ_0004151	175	175	slow18m, slow29_m_rep2, wt18m, wt29_m_rep2	1, 1, 1, 1	NA	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	FBtr0332635	tral	Ashwal2014
chr3R:16789446-16792335	+	dme_circ_0002177	2889	2397	slow29_rr_rep2	2	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0089510	Atpalpha	Ashwal2014
chr2R:10681006-10681345	-	dme_circ_0001656	339	274	wt18rr, wt18_rr_rep2, wt29rr	1, 2, 2	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0112809	kn	Ashwal2014
chr2R:7901263-7901629	-	dme_circ_0003667	366	297	wt18rr, slow18_rr_rep2, wt29m, slow29rr, wt29rr, slow29_rr_rep2, wt18_rr_rep2	3, 1, 2, 1, 2, 1, 4	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0088028	otk	Ashwal2014
chrX:11717315-11721050	+	dme_circ_0004266	3735	3142	wt29rr, slow29rr, wt29_rr_rep2, slow29_rr_rep2, wt29m	1, 1, 2, 2, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0305606	CG43154	Ashwal2014
chr3R:12474603-12474878	+	dme_circ_0000403	275	275	wt18rr, slow29rr	1, 1	NA	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0302370	Cctgamma	Ashwal2014
chrX:2266623-2268139	-	dme_circ_0003393	1516	1456	wt18_rr_rep2, slow29_rr_rep2	1, 1	NA	ALT_ACCEPTOR, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0333530	PsGEF	Ashwal2014
chr3R:11687492-11692289	-	dme_circ_0001818	4797	1581	slow29rr, wt18rr	1, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0083187	CG31183	Ashwal2014
chr2RHet:207044-232695	+	dme_circ_0001984	25651	246	slow18_rr_rep2, wt18_rr_rep2, wt29_rr_rep2	1, 1, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0329919	rl	Ashwal2014
chr2L:7234526-7245083	-	dme_circ_0004581	10557	685	wt18rr, slow29rr	1, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0331660	Ndae1	Ashwal2014
chr3L:22333561-22333741	-	dme_circ_0003615	180	180	S2_rr, S2_m, wt29_rr_rep2, wt18_rr_rep2, wt29rr	1, 1, 2, 1, 2	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0306107	Ten-m	Ashwal2014
chr2L:1394191-1397252	-	dme_circ_0001380	3061	720	wt29_rr_rep2, wt29rr, wt18rr, slow18_rr_rep2	1, 1, 1, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0329985	lea	Ashwal2014
chr2L:20084862-20085049	+	dme_circ_0000830	187	187	wt29_rr_rep2, wt29_m_rep2	1, 2	NA	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic, OVERLAPTX, OVEXON	FBtr0081332	neb	Ashwal2014
chr2R:10061966-10067436	+	dme_circ_0003671	5470	1992	slow29rr, slow18rr	2, 1	NA	ALT_DONOR, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0087528	cg	Ashwal2014
chr3L:3769077-3769406	-	dme_circ_0002951	329	264	wt18rr, slow18_rr_rep2, slow29rr, wt29rr, wt18_rr_rep2, wt29m, slow18m, S2_rr, slow18rr, slow29_rr_rep2, wt29_rr_rep2, wt18m	12, 3, 6, 19, 13, 2, 1, 3, 1, 4, 13, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0308639	CG32264	Ashwal2014
chr3L:17634125-17636826	-	dme_circ_0001368	2701	594	wt29rr, wt18rr	2, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0075199	Pep	Ashwal2014
chr3L:20508543-20509232	-	dme_circ_0002081	689	514	wt29_rr_rep2	3	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0078216	CG5059	Ashwal2014
chr2R:9068494-9070717	-	dme_circ_0000460	2223	2223	wt29_rr_rep2, slow29_rr_rep2, slow18rr, slow29_m_rep2, wt18_rr_rep2, wt29rr, slow29rr, wt29_m_rep2	2, 5, 1, 1, 2, 5, 4, 2	NA	ALT_ACCEPTOR, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0100501	seq	Ashwal2014
chr2R:7782645-7782897	+	dme_circ_0003096	252	252	S2_rr	5	NA	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	FBtr0331927	Ef1alpha48D	Ashwal2014
chrX:16381915-16398331	-	dme_circ_0005112	16416	1549	slow29_rr_rep2, wt18_rr_rep2	1, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0303687	para	Ashwal2014
chr2R:6449190-6449695	+	dme_circ_0001623	505	434	S2_rr	3	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0330607	psq	Ashwal2014
chr3R:17999653-18000449	+	dme_circ_0003209	796	796	wt29m, wt29_rr_rep2, slow29_rr_rep2, slow18_rr_rep2, wt18rr, wt29rr, slow29rr, wt18_rr_rep2	1, 5, 1, 1, 13, 12, 1, 15	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0305036	SKIP	Ashwal2014
chr3L:3327881-3328348	+	dme_circ_0002173	467	400	S2_rr	2	NA	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVERLAPTX, OVEXON	FBtr0073066	PHGPx	Ashwal2014
chr2R:13297269-13297500	-	dme_circ_0001681	231	231	slow29m, wt18rr, wt18_rr_rep2, slow29_rr_rep2, wt29rr, slow18rr	1, 1, 1, 1, 4, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0086963	CG30101	Ashwal2014
chr2L:8223824-8225415	-	dme_circ_0004625	1591	1400	slow29_rr_rep2, wt18_rr_rep2	1, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0079628	Pvr	Ashwal2014
chr2R:7090754-12600628	+	dme_circ_0004482	5509874	5509517	slow29_rr_rep2, slow18_rr_rep2	1, 2	NA	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, downstream_end, OVCODE, OVERLAPTX, OVEXON, upstream_start, UTR3, UTR5	FBtr0087530	CG30069	Ashwal2014
chr3R:23901398-23904354	+	dme_circ_0001063	2956	261	slow29rr, wt29rr	2, 6	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0301397	CG34362	Ashwal2014
chr3L:8919173-8919894	+	dme_circ_0001273	721	218	S2_rr, S2_m	42, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0076508	Tsp66E	Ashwal2014
chr2R:3535801-3536202	+	dme_circ_0002586	401	329	wt18rr, wt29rr	1, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0331952	CG43340	Ashwal2014
chr3R:18811834-18817273	-	dme_circ_0003004	5439	1169	S2_rr	2	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVERLAPTX, OVEXON	FBtr0309101	Nha2	Ashwal2014
chrX:3365906-3367404	-	dme_circ_0001703	1498	1498	S2_m, S2_rr	1, 2	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0070528	CG12206	Ashwal2014
chr3L:3234522-3234715	+	dme_circ_0003440	193	193	S2_rr	2	NA	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	FBtr0073046	CG11505	Ashwal2014
chr2R:14031047-14031185	+	dme_circ_0001427	138	138	wt29_m_rep2, wt29rr, wt18_rr_rep2, wt18rr, S2_m, slow18_rr_rep2, slow18_m_rep2, wt29_rr_rep2, slow29_m_rep2, wt29m, slow18m, S2_rr	2, 1, 1, 2, 12, 1, 2, 1, 4, 1, 1, 13	NA	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0086740	pAbp	Ashwal2014
chr2L:21634419-21635731	+	dme_circ_0001085	1312	731	slow29rr, slow18rr, wt29rr, slow29_rr_rep2, wt18_rr_rep2, wt29_rr_rep2, slow18_rr_rep2	3, 2, 4, 4, 1, 1, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0085897	Ac3	Ashwal2014
chr2R:17079528-17079696	-	dme_circ_0000987	168	168	wt18rr, slow29_rr_rep2, wt29_rr_rep2, wt18_rr_rep2, slow29rr, wt29rr	1, 9, 2, 2, 2, 1	NA	ANTISENSE, CDS, coding, INTERNAL, MORE_CDS_UPSTREAM, OVCODE, OVEXON, UTR3	FBtr0071582	tud	Ashwal2014
chr2R:494268-496780	+	dme_circ_0000045	2512	1474	wt18rr, wt18_m_rep2, slow29rr, wt29_m_rep2, wt29rr, wt18_rr_rep2, wt29m, slow18rr, wt18m	2, 1, 1, 1, 4, 1, 2, 1, 1	NA	ALT_DONOR, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0111113	p120ctn	Ashwal2014
chrX:18086363-18093855	+	dme_circ_0003464	7492	307	wt29_rr_rep2, wt18_rr_rep2, slow29_rr_rep2	2, 1, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0333321	Frq2	Ashwal2014
chrX:14159821-14160225	-	dme_circ_0001675	404	344	slow29rr, wt29rr	1, 3	NA	ALT_ACCEPTOR, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0299543	CG13404	Ashwal2014
chr2R:7782201-7782508	+	dme_circ_0005070	307	307	S2_rr	2	NA	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, MORE_CDS_UPSTREAM, OVCODE, OVEXON, UTR3	FBtr0331927	Ef1alpha48D	Ashwal2014
chr3R:24353168-24353305	-	dme_circ_0002148	137	137	slow29_m_rep2, slow18_rr_rep2, slow29_rr_rep2	1, 1, 2	NA	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0301837	Ppn	Ashwal2014
chr2R:5013055-5013718	-	dme_circ_0000980	663	549	wt29_m_rep2, wt29rr, wt18_rr_rep2, wt18rr, slow18_rr_rep2, slow18rr, slow29_rr_rep2, wt29_rr_rep2	2, 2, 4, 4, 1, 2, 2, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0088626	CG18659	Ashwal2014
chr2L:22427592-22427773	-	dme_circ_0000469	181	181	S2_rr, S2_m, slow29_m_rep2	1, 1, 2	NA	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, MORE_CDS_UPSTREAM, OVCODE, OVEXON, UTR3	FBtr0332633	RpL5	Ashwal2014
chr3R:4657863-4660671	-	dme_circ_0004615	2808	1532	wt29rr, wt18_rr_rep2, slow29_rr_rep2, wt29m, wt18rr	7, 1, 1, 1, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0305304	pyd	Ashwal2014
chr4:192279-192715	-	dme_circ_0000772	436	436	wt29rr	2	NA	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0308251	CG33978	Ashwal2014
chr2R:10084534-10084642	+	dme_circ_0004790	108	108	wt29rr, wt29m	1, 1	NA	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0087530	CG30069	Ashwal2014
chr2R:16477121-16486199	+	dme_circ_0003937	9078	428	slow29m, wt29rr	1, 2	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0086221	bl	Ashwal2014
chr3R:13319808-13324270	-	dme_circ_0001900	4462	646	wt29rr, wt18rr	1, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, OVCODE, OVEXON, UTR5	FBtr0113397	Dscam3	Ashwal2014
chr3R:532747-533828	+	dme_circ_0000818	1081	1081	slow18_rr_rep2, slow18_m_rep2, slow29_rr_rep2, wt18_rr_rep2	3, 1, 2, 3	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0308858	CG43427	Ashwal2014
chr4:1138476-1140673	-	dme_circ_0002784	2197	1216	slow18rr, slow29rr, wt29rr	1, 1, 1	NA	ANNOTATED, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0089208	cals	Ashwal2014
chr2R:4605835-4605958	+	dme_circ_0005125	123	123	S2_rr	2	NA	ANTISENSE, coding, INTERNAL, OVEXON, UTR3	FBtr0088720	CG14767	Ashwal2014
chr2L:5189739-5189847	+	dme_circ_0002222	108	108	slow29_rr_rep2, wt29_rr_rep2	2, 1	NA	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, MORE_CDS_DOWNSTREAM, MORE_CDS_UPSTREAM, OVCODE, OVEXON	FBtr0303387	Msp-300	Ashwal2014
